title,title_normalized,genre,release_date,duration,cover_image,likes,times_played,album_id,link
I GOT YOU (Lo-fi ver.) (Instrumental),i got you (lo-fi ver.) (instrumental),k-pop,2024-02-06,03:10,https://i.scdn.co/image/ab67616d0000b273d112b7516a0a23058a819764,283,24998,21,https://open.spotify.com/track/63PkVAmxonjqSWjB3aEipN
I GOT YOU (Hyper ver.) (Instrumental),i got you (hyper ver.) (instrumental),k-pop,2024-02-06,02:39,https://i.scdn.co/image/ab67616d0000b273d112b7516a0a23058a819764,88,49271,21,https://open.spotify.com/track/7etEtP7UwwuSxbZuwfA80O
MOONLIGHT SUNRISE (Jonas Blue Remix),moonlight sunrise (jonas blue remix),k-pop,2023-11-22,02:47,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,728,58101,22,https://open.spotify.com/track/0H8vXZHYrbMfYJlojEjiS3
The Feels (Ian Asher Remix),the feels (ian asher remix),k-pop,2023-11-22,02:51,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,853,73469,22,https://open.spotify.com/track/2hN7kHEKFPFArDhJlg7UPm
SET ME FREE (Carneyval Remix),set me free (carneyval remix),k-pop,2023-11-22,02:57,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,262,80642,22,https://open.spotify.com/track/3b14obu61ODHmi0vjaajeF
Alcohol-Free (English ver.),alcohol-free (english ver.),k-pop,2023-11-22,03:30,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,829,3402,22,https://open.spotify.com/track/6rJjT5kPYhtXkUsot7tkjI
CRY FOR ME (English ver.),cry for me (english ver.),k-pop,2023-11-22,03:24,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,794,32725,22,https://open.spotify.com/track/6cNj96qS6WfQwSCxWScFFW
I CAN’T STOP ME (feat. BOYS LIKE GIRLS),i cant stop me (feat. boys like girls),k-pop,2023-11-22,03:26,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,479,96677,22,https://open.spotify.com/track/4gKhh8GQfRprLBBPc5um6Q
MORE & MORE (LEE HAE SOL Sped Up Remix),more & more (lee hae sol sped up remix),k-pop,2023-11-22,02:25,https://i.scdn.co/image/ab67616d0000b27385567802f7f91610875b2669,493,17489,22,https://open.spotify.com/track/3PeqOlET4ZX6CKGwrlAX7u
SET ME FREE,set me free,k-pop,2023-03-10,03:01,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,550,30586,23,https://open.spotify.com/track/4OtVQ2ZxS7yigIjGz5yKg1
MOONLIGHT SUNRISE,moonlight sunrise,k-pop,2023-03-10,03:00,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,599,37765,23,https://open.spotify.com/track/5IN9W6eUfk3014My9awagX
GOT THE THRILLS,got the thrills,k-pop,2023-03-10,02:53,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,101,5428,23,https://open.spotify.com/track/1RVsbqAP1WFFXPiBXQYIah
BLAME IT ON ME,blame it on me,k-pop,2023-03-10,02:40,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,550,52844,23,https://open.spotify.com/track/2hQdmjAhYEuMuqNWZCsz1J
WALLFLOWER,wallflower,k-pop,2023-03-10,02:56,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,548,43975,23,https://open.spotify.com/track/6EGkbPJrb88STcdfMu1j1y
CRAZY STUPID LOVE,crazy stupid love,k-pop,2023-03-10,02:49,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,376,81771,23,https://open.spotify.com/track/0jn8sYeWOdYHjdF2cBmF75
SET ME FREE (ENG),set me free (eng),k-pop,2023-03-10,03:01,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6,924,93045,23,https://open.spotify.com/track/6bkTxw6m6vl8Oc3xtKBXN0
Talk that Talk,talk that talk,k-pop,2022-08-26,02:57,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,866,45363,24,https://open.spotify.com/track/0RDqNCRBGrSegk16Avfzuq
Queen of Hearts,queen of hearts,k-pop,2022-08-26,03:06,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,308,97795,24,https://open.spotify.com/track/3sOEVB8DirQtZc0qhw8lJc
Basics,basics,k-pop,2022-08-26,02:56,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,61,82103,24,https://open.spotify.com/track/63mL1DdcSFfxVJ9XGnSRQz
Trouble,trouble,k-pop,2022-08-26,03:35,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,547,7380,24,https://open.spotify.com/track/5L9eGmPwQnhIlJY1qDQ3OJ
Brave,brave,k-pop,2022-08-26,03:09,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,263,61076,24,https://open.spotify.com/track/2peoFPokM6eYAIwLm9IQ8E
Gone,gone,k-pop,2022-08-26,03:15,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,992,74132,24,https://open.spotify.com/track/0tTotZHPsxyjW3jqNJ1td2
When We Were Kids,when we were kids,k-pop,2022-08-26,03:09,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,306,20746,24,https://open.spotify.com/track/7uAKsykguOnXZSh0WpOW5z
Celebrate,celebrate,k-pop,2022-07-27,03:08,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,492,57256,25,https://open.spotify.com/track/4Y0chGCyYIRpdUqHJjndF7
Voices of Delight,voices of delight,k-pop,2022-07-27,03:03,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,64,79593,25,https://open.spotify.com/track/2Ij1NaPpsFSKJ0M65tSV4j
TICK TOCK,tick tock,k-pop,2022-07-27,03:03,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,731,15114,25,https://open.spotify.com/track/05LG5cpzayKEtup58fdZjA
Flow like waves,flow like waves,k-pop,2022-07-27,03:33,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,845,94146,25,https://open.spotify.com/track/130QnmAd1WGYmMf9TPh8eE
That's all I'm saying,that's all i'm saying,k-pop,2022-07-27,03:02,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,467,53189,25,https://open.spotify.com/track/2fziAh8GECzOzuWl3TtuHV
Bitter Sweet,bitter sweet,k-pop,2022-07-27,03:30,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,424,51524,25,https://open.spotify.com/track/4S8oHLnQ9xFigFCLAbplGi
Sandcastle,sandcastle,k-pop,2022-07-27,03:12,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,575,96627,25,https://open.spotify.com/track/1JxPnxcXUw3XOFHOhnootp
Just be yourself,just be yourself,k-pop,2022-07-27,03:20,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,405,25891,25,https://open.spotify.com/track/6zTWUJYLhOFtJaTLCF5pyQ
Doughnut,doughnut,k-pop,2022-07-27,04:23,https://i.scdn.co/image/ab67616d0000b27396f409e230a8f42400c901f1,268,7149,25,https://open.spotify.com/track/65rmgd5uMb4Rgqb5dSiU0p
SCIENTIST,scientist,k-pop,2021-11-12,03:14,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,449,68785,26,https://open.spotify.com/track/0BJMgVrnWIvgYsjq8KaPeh
MOONLIGHT,moonlight,k-pop,2021-11-12,03:39,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,843,24199,26,https://open.spotify.com/track/14k4ALBLN2FjtELYDcQUoi
ICON,icon,k-pop,2021-11-12,02:56,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,520,775,26,https://open.spotify.com/track/2VdU1ksBKcETBr8BYRHUvB
CRUEL,cruel,k-pop,2021-11-12,03:31,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,428,17015,26,https://open.spotify.com/track/139JUU8fJkQoeHl9nABk9C
REAL YOU,real you,k-pop,2021-11-12,03:07,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,325,62700,26,https://open.spotify.com/track/3ax3sc1Rn99YbjyKT0HALS
F.I.L.A (Fall In Love Again),f.i.l.a (fall in love again),k-pop,2021-11-12,03:11,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,534,98145,26,https://open.spotify.com/track/4O1WbQwMV0W6Y2dUCvwoBx
LAST WALTZ,last waltz,k-pop,2021-11-12,02:50,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,797,12049,26,https://open.spotify.com/track/39kH6C2twlYjyssIW02sbr
ESPRESSO,espresso,k-pop,2021-11-12,03:07,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,29,79932,26,https://open.spotify.com/track/61iEzLnJzBnMwumWtn0nFp
REWIND,rewind,k-pop,2021-11-12,03:00,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,122,47982,26,https://open.spotify.com/track/4BBnKqIS2pj2hX0zm0CZZx
CACTUS,cactus,k-pop,2021-11-12,03:37,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82,615,71935,26,https://open.spotify.com/track/5TYy2SgTQUv6YGWHbryUV8
Perfect World,perfect world,k-pop,2021-07-28,03:02,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,948,91212,27,https://open.spotify.com/track/0iuZMy88H6vxDA2oaJNhJg
BETTER,better,k-pop,2021-07-28,03:43,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,126,95153,27,https://open.spotify.com/track/1Wrn6btrungVsBjyViLnuY
Good at Love,good at love,k-pop,2021-07-28,03:51,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,919,69501,27,https://open.spotify.com/track/4rZ6LHapeH1Cnxgvu8SrFK
Fanfare,fanfare,k-pop,2021-07-28,03:40,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,452,70880,27,https://open.spotify.com/track/3uqAI1vTwmFuGbLoYSjZHz
Kura Kura,kura kura,k-pop,2021-07-28,03:47,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,490,46987,27,https://open.spotify.com/track/3sroak7dIqGRGmC6VQVDtg
Four-leaf Clover,four-leaf clover,k-pop,2021-07-28,03:47,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,143,13269,27,https://open.spotify.com/track/4kfWbVi5ND1FOUoN6LK5Es
In the summer,in the summer,k-pop,2021-07-28,03:30,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,914,17810,27,https://open.spotify.com/track/04LlwbQp31hLQ6meYbP19t
PIECES OF LOVE,pieces of love,k-pop,2021-07-28,04:01,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,18,51270,27,https://open.spotify.com/track/4xBdYia1CdzUHjguICASZr
"Thank you, Family","thank you, family",k-pop,2021-07-28,03:17,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,665,22355,27,https://open.spotify.com/track/6LlUHkJ6FsR5NpZA4vsVNe
PROMISE,promise,k-pop,2021-07-28,04:19,https://i.scdn.co/image/ab67616d0000b273579e945923463492cb43a5ce,378,38668,27,https://open.spotify.com/track/3vA8ZdIqvRARF2pVKlnAWD
I CAN'T STOP ME,i can't stop me,k-pop,2020-10-26,03:25,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,697,37058,28,https://open.spotify.com/track/37ZtpRBkHcaq6hHy0X98zn
HELL IN HEAVEN,hell in heaven,k-pop,2020-10-26,02:59,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,567,81763,28,https://open.spotify.com/track/3KCreWc88InXH3XuL54C5a
UP NO MORE,up no more,k-pop,2020-10-26,03:34,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,150,10925,28,https://open.spotify.com/track/1LiNP5q2thWScdvCRkJ584
DO WHAT WE LIKE,do what we like,k-pop,2020-10-26,02:59,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,307,67511,28,https://open.spotify.com/track/54kGRAmn3I49RPAhdWG2sp
BRING IT BACK,bring it back,k-pop,2020-10-26,03:28,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,32,53211,28,https://open.spotify.com/track/2APCo1hwAaua9CslYXqALD
BELIEVER,believer,k-pop,2020-10-26,03:16,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,79,89593,28,https://open.spotify.com/track/7louodH5FUYuL3yvHQtq3O
QUEEN,queen,k-pop,2020-10-26,03:13,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,188,17348,28,https://open.spotify.com/track/2xVCwFrNYnllRX1g0drYVI
GO HARD,go hard,k-pop,2020-10-26,03:01,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,741,58848,28,https://open.spotify.com/track/5uZ5VUoj2al8GttE421bTD
SHOT CLOCK,shot clock,k-pop,2020-10-26,03:29,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,862,10323,28,https://open.spotify.com/track/5HSooivbDgCWBOv24vtYiB
HANDLE IT,handle it,k-pop,2020-10-26,02:51,https://i.scdn.co/image/ab67616d0000b2736570fd05bcff5edcb16e617d,908,15419,28,https://open.spotify.com/track/2laLdXRHMaHCuqr3DXgzhZ
MORE & MORE,more & more,k-pop,2020-06-01,03:19,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,728,40778,29,https://open.spotify.com/track/3omvXShuRPM3zbDpWYqf5g
OXYGEN,oxygen,k-pop,2020-06-01,03:45,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,676,35841,29,https://open.spotify.com/track/128rj96Z6tTEU3h3awSMdB
FIREWORK,firework,k-pop,2020-06-01,03:13,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,345,19216,29,https://open.spotify.com/track/5NhDDt5Zy8yGOECN3PLRdE
MAKE ME GO,make me go,k-pop,2020-06-01,03:06,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,462,7887,29,https://open.spotify.com/track/6caS9LrdquWAfGeAmjqt1t
SHADOW,shadow,k-pop,2020-06-01,02:48,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,41,17423,29,https://open.spotify.com/track/7HzvvhTmfzvD1dV4F7MIcm
DON’T CALL ME AGAIN,dont call me again,k-pop,2020-06-01,02:53,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,789,87422,29,https://open.spotify.com/track/4pOPTaIor4ilgBCcOmnJRU
SWEET SUMMER DAY,sweet summer day,k-pop,2020-06-01,03:11,https://i.scdn.co/image/ab67616d0000b27324869424ae632466b839a8a8,759,24774,29,https://open.spotify.com/track/6UrML9LyuaBWgZV3nFLLGl
SWING,swing,k-pop,2020-02-05,03:22,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,569,93884,30,https://open.spotify.com/track/3egADkalVEpD99sI5AGGYe
Fake & True,fake & true,k-pop,2020-02-05,03:39,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,334,83824,30,https://open.spotify.com/track/2U3stMMeyotWIzAyK34uGW
Stronger,stronger,k-pop,2020-02-05,03:14,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,45,85025,30,https://open.spotify.com/track/4PaWSg8QnJiY7xkhqdP5Kh
Breakthrough,breakthrough,k-pop,2020-02-05,03:37,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,305,4291,30,https://open.spotify.com/track/4FSZ58qDnveyK6aAjFMtN2
Changing!,changing!,k-pop,2020-02-05,03:42,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,501,22315,30,https://open.spotify.com/track/2p1sCfVcsXbZtMx3pjklOQ
HAPPY HAPPY,happy happy,k-pop,2020-02-05,03:26,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,44,52170,30,https://open.spotify.com/track/5kOyJuMFfRjgqC0lsirIHU
What You Waiting For,what you waiting for,k-pop,2020-02-05,03:21,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,799,71870,30,https://open.spotify.com/track/358ve4TxxUYYJNJaq99iXK
Be OK,be ok,k-pop,2020-02-05,03:08,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,788,52196,30,https://open.spotify.com/track/3TBZv1eEBGFUEzRoNRVnBh
POLISH,polish,k-pop,2020-02-05,03:01,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,707,58964,30,https://open.spotify.com/track/1ZppWCtHe9AED38H9ue3tn
How u doin',how u doin',k-pop,2020-02-05,03:29,https://i.scdn.co/image/ab67616d0000b27329e7568dbd16f270b3d96db4,816,44188,30,https://open.spotify.com/track/1jHsjW9fFBwPakQdGWDJF2
SKINNY,skinny,art pop,2024-05-17,03:39,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,515,27904,31,https://open.spotify.com/track/1CsMKhwEmNnmvHUuO5nryA
LUNCH,lunch,art pop,2024-05-17,02:59,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,160,73609,31,https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE
CHIHIRO,chihiro,art pop,2024-05-17,05:03,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,877,77802,31,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj
BIRDS OF A FEATHER,birds of a feather,art pop,2024-05-17,03:30,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,862,14274,31,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB
WILDFLOWER,wildflower,art pop,2024-05-17,04:21,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,809,56251,31,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h
THE GREATEST,the greatest,art pop,2024-05-17,04:53,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,917,56255,31,https://open.spotify.com/track/6TGd66r0nlPaYm3KIoI7ET
L’AMOUR DE MA VIE,lamour de ma vie,art pop,2024-05-17,05:33,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,327,18883,31,https://open.spotify.com/track/6fPan2saHdFaIHuTSatORv
THE DINER,the diner,art pop,2024-05-17,03:06,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,971,58125,31,https://open.spotify.com/track/1LLUoftvmTjVNBHZoQyveF
BITTERSUITE,bittersuite,art pop,2024-05-17,04:58,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,938,33282,31,https://open.spotify.com/track/7DpUoxGSdlDHfqCYj0otzU
BLUE,blue,art pop,2024-05-17,05:43,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,587,30608,31,https://open.spotify.com/track/2prqm9sPLj10B4Wg0wE5x9
Getting Older,getting older,art pop,2021-07-30,04:04,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,491,71318,32,https://open.spotify.com/track/4HOryCnbme0zBnF8LWij3f
I Didn't Change My Number,i didn't change my number,art pop,2021-07-30,02:38,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,721,27040,32,https://open.spotify.com/track/7bcy34fBT2ap1L4bfPsl9q
Billie Bossa Nova,billie bossa nova,art pop,2021-07-30,03:16,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,0,18060,32,https://open.spotify.com/track/2KnuaZYoGzDoHiBTNYOTXG
my future,my future,art pop,2021-07-30,03:30,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,652,97008,32,https://open.spotify.com/track/3YUMWmx8EJq0DurfuIwoGh
Oxytocin,oxytocin,art pop,2021-07-30,03:30,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,50,98425,32,https://open.spotify.com/track/4t2OeILB07eMGTXSUbMPEu
GOLDWING,goldwing,art pop,2021-07-30,02:31,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,916,42078,32,https://open.spotify.com/track/0FfqyjhB6Kspvit1oOo7ax
Lost Cause,lost cause,art pop,2021-07-30,03:32,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,312,69778,32,https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna
Halley's Comet,halley's comet,art pop,2021-07-30,03:54,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,531,18221,32,https://open.spotify.com/track/5XsAal7ZcWg1I5T4NcRjkv
Not My Responsibility,not my responsibility,art pop,2021-07-30,03:47,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,773,29041,32,https://open.spotify.com/track/4T2zre0jqstNJ5Gt0WG9lz
OverHeated,overheated,art pop,2021-07-30,03:34,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,904,30429,32,https://open.spotify.com/track/5uSG6fUPRaehaV820zcpsK
!!!!!!!,!!!!!!!,art pop,2019-03-29,00:13,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,439,52406,33,https://open.spotify.com/track/0rQtoQXQfwpDW0c7Fw1NeM
bad guy,bad guy,art pop,2019-03-29,03:14,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,854,94468,33,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
xanny,xanny,art pop,2019-03-29,04:03,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,179,4979,33,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY
you should see me in a crown,you should see me in a crown,art pop,2019-03-29,03:00,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,572,43276,33,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d
all the good girls go to hell,all the good girls go to hell,art pop,2019-03-29,02:48,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,342,2411,33,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx
wish you were gay,wish you were gay,art pop,2019-03-29,03:41,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,924,78401,33,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD
when the party's over,when the party's over,art pop,2019-03-29,03:16,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,753,10555,33,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
8,8,art pop,2019-03-29,02:53,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,866,59508,33,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r
my strange addiction,my strange addiction,art pop,2019-03-29,02:59,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,491,75491,33,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK
bury a friend,bury a friend,art pop,2019-03-29,03:13,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,761,91783,33,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF
L’AMOUR DE MA VIE [OVER NOW EXTENDED EDIT],lamour de ma vie [over now extended edit],art pop,2024-05-21,04:31,https://i.scdn.co/image/ab67616d0000b273b4f4348caa31224b51b95dfe,900,11518,34,https://open.spotify.com/track/2Y6U158gVXfvqNWOLdis0R
"What Was I Made For? [From The Motion Picture ""Barbie""]","what was i made for? [from the motion picture ""barbie""]",art pop,2023-07-13,03:42,https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e,444,43806,35,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q
hotline (edit),hotline (edit),art pop,2023-05-09,01:00,https://i.scdn.co/image/ab67616d0000b273c820a9669147be3addd7f221,847,30694,36,https://open.spotify.com/track/0WFryfbNKPXVtVQlz5dZ8H
TV,tv,art pop,2022-07-21,04:41,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,118,35869,37,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw
The 30th,the 30th,art pop,2022-07-21,03:36,https://i.scdn.co/image/ab67616d0000b2737a4781629469bb83356cd318,96,49107,37,https://open.spotify.com/track/5SHpuW2qjkQtFRpE6P9Nks
Happier Than Ever - Edit,happier than ever - edit,art pop,2021-07-28,02:31,https://i.scdn.co/image/ab67616d0000b27331aa3ebe23f59778bff800c9,400,76751,38,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
ilomilo - Live From The Film - Billie Eilish: The World’s A Little Blurry,ilomilo - live from the film - billie eilish: the worlds a little blurry,art pop,2021-02-22,02:44,https://i.scdn.co/image/ab67616d0000b27398a3d331aad09aede2a9dcad,545,4648,39,https://open.spotify.com/track/4EYiIACD4vGzOmiKYzRdkW
Lo Vas A Olvidar (with ROSALÍA),lo vas a olvidar (with rosalia),art pop,2021-01-21,03:23,https://i.scdn.co/image/ab67616d0000b273a5fe409478aefa2527076489,541,34056,40,https://open.spotify.com/track/0jagsVVkxwxhmTIicnOaon
Fortnight (feat. Post Malone),fortnight (feat. post malone),pop,2024-04-19,03:48,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,151,56380,41,https://open.spotify.com/track/6dODwocEuGzHAavXqTbwHv
The Tortured Poets Department,the tortured poets department,pop,2024-04-19,04:53,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,284,69735,41,https://open.spotify.com/track/4PdLaGZubp4lghChqp8erB
My Boy Only Breaks His Favorite Toys,my boy only breaks his favorite toys,pop,2024-04-19,03:23,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,578,16130,41,https://open.spotify.com/track/7uGYWMwRy24dm7RUDDhUlD
Down Bad,down bad,pop,2024-04-19,04:21,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,289,51745,41,https://open.spotify.com/track/1kbEbBdEgQdQeLXCJh28pJ
"So Long, London","so long, london",pop,2024-04-19,04:22,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,411,71086,41,https://open.spotify.com/track/7wAkQFShJ27V8362MqevQr
But Daddy I Love Him,but daddy i love him,pop,2024-04-19,05:40,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,85,42630,41,https://open.spotify.com/track/4QMgEffJQuKtjCNvqfRZ0m
Fresh Out The Slammer,fresh out the slammer,pop,2024-04-19,03:30,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,133,81656,41,https://open.spotify.com/track/7IWcDWOfiooH5hRs9XOVYz
Florida!!! (feat. Florence + The Machine),florida!!! (feat. florence + the machine),pop,2024-04-19,03:35,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,285,15264,41,https://open.spotify.com/track/5ExOm0dh4NyRyAdSAO9hyM
Guilty as Sin?,guilty as sin?,pop,2024-04-19,04:14,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa,668,89222,41,https://open.spotify.com/track/799KrpEbhZp0MHeiA8YK9P
